97,بهار,آذربايجان شرقي,15801,8217,7584
97,بهار,آذربايجان غربي,15648,8111,7537
97,بهار,اردبيل,5792,3084,2708
97,بهار,اصفهان,18802,9573,9229
97,بهار,البرز,8863,4609,4254
97,بهار,ايلام,2363,1223,1140
97,بهار,بوشهر,4651,2414,2237
97,بهار,تهران,45187,23207,21980
97,بهار,چهارمحال وبختياري,5014,2560,2454
97,بهار,خراسان جنوبي,4375,2235,2140
97,بهار,خراسان رضوي,34769,17753,17016
97,بهار,خراسان شمالي,4206,2159,2047
97,بهار,خوزستان,25872,13153,12719
97,بهار,زنجان,4758,2490,2268
97,بهار,سمنان,2418,1243,1175
97,بهار,سيستان وبلوچستان,23833,12347,11486
97,بهار,فارس,19175,9947,9228
97,بهار,قزوين,4799,2429,2370
97,بهار,قم,5877,3034,2843
97,بهار,كردستان,7282,3761,3521
97,بهار,كرمان,13963,7254,6709
97,بهار,كرمانشاه,7620,3948,3672
97,بهار,كهگيلويه وبويراحمد,3611,1878,1733
97,بهار,گلستان,8957,4506,4451
97,بهار,گيلان,6460,3374,3086
97,بهار,لرستان,8342,4255,4087
97,بهار,مازندران,9325,4849,4476
97,بهار,مركزي,4782,2486,2296
97,بهار,هرمزگان,8716,4437,4279
97,بهار,همدان,7572,3920,3652
97,بهار,يزد,5678,2917,2761
97,تابستان,آذربايجان شرقي,16534,8682,7852
97,تابستان,آذربايجان غربي,15830,8238,7592
97,تابستان,اردبيل,5975,3196,2779
97,تابستان,اصفهان,19794,10125,9669
97,تابستان,البرز,9412,4886,4526
97,تابستان,ايلام,2874,1548,1326
97,تابستان,بوشهر,5218,2721,2497
97,تابستان,تهران,48661,25226,23435
97,تابستان,چهارمحال وبختياري,5083,2634,2449
97,تابستان,خراسان جنوبي,4356,2245,2111
97,تابستان,خراسان رضوي,34568,17601,16967
97,تابستان,خراسان شمالي,4195,2136,2059
97,تابستان,خوزستان,29377,15103,14274
97,تابستان,زنجان,4780,2466,2314
97,تابستان,سمنان,2506,1296,1210
97,تابستان,سيستان وبلوچستان,23472,12063,11409
97,تابستان,فارس,20164,10413,9751
97,تابستان,قزوين,5008,2574,2434
97,تابستان,قم,6103,3161,2942
97,تابستان,كردستان,7458,3833,3625
97,تابستان,كرمان,14635,7511,7124
97,تابستان,كرمانشاه,7676,4046,3630
97,تابستان,كهگيلويه وبويراحمد,3782,1965,1817
97,تابستان,گلستان,10195,5225,4970
97,تابستان,گيلان,7128,3641,3487
97,تابستان,لرستان,8729,4540,4189
97,تابستان,مازندران,10745,5529,5216
97,تابستان,مركزي,4912,2536,2376
97,تابستان,هرمزگان,9857,5057,4800
97,تابستان,همدان,7487,3870,3617
97,تابستان,يزد,5801,2957,2844
97,پاییز,آذربايجان شرقي,14855,7710,7145
97,پاییز,آذربايجان غربي,15034,7810,7224
97,پاییز,اردبيل,5269,2774,2495
97,پاییز,اصفهان,17856,9100,8756
97,پاییز,البرز,8481,4417,4064
97,پاییز,ايلام,2398,1225,1173
97,پاییز,بوشهر,5149,2676,2473
97,پاییز,تهران,43948,22808,21140
97,پاییز,چهارمحال وبختياري,4423,2339,2084
97,پاییز,خراسان جنوبي,3996,2009,1987
97,پاییز,خراسان رضوي,32170,16554,15616
97,پاییز,خراسان شمالي,3987,2083,1904
97,پاییز,خوزستان,29004,14888,14116
97,پاییز,زنجان,4595,2357,2238
97,پاییز,سمنان,2230,1142,1088
97,پاییز,سيستان وبلوچستان,23279,11888,11391
97,پاییز,فارس,19135,9741,9394
97,پاییز,قزوين,4438,2305,2133
97,پاییز,قم,5845,2968,2877
97,پاییز,كردستان,6462,3249,3213
97,پاییز,كرمان,14199,7242,6957
97,پاییز,كرمانشاه,7436,3952,3484
97,پاییز,كهگيلويه وبويراحمد,3561,1773,1788
97,پاییز,گلستان,9481,4811,4670
97,پاییز,گيلان,6702,3468,3234
97,پاییز,لرستان,7928,4095,3833
97,پاییز,مازندران,10304,5245,5059
97,پاییز,مركزي,4476,2290,2186
97,پاییز,هرمزگان,10309,5249,5060
97,پاییز,همدان,6819,3593,3226
97,پاییز,يزد,5560,2774,2786
97,زمستان,آذربايجان شرقي,14197,7479,6718
97,زمستان,آذربايجان غربي,14353,7378,6975
97,زمستان,اردبيل,5006,2649,2357
97,زمستان,اصفهان,16691,8550,8141
97,زمستان,البرز,8197,4252,3945
97,زمستان,ايلام,2363,1240,1123
97,زمستان,بوشهر,4676,2504,2172
97,زمستان,تهران,42493,21931,20562
97,زمستان,چهارمحال وبختياري,4298,2164,2134
97,زمستان,خراسان جنوبي,4072,2115,1957
97,زمستان,خراسان رضوي,30882,15800,15082
97,زمستان,خراسان شمالي,4121,2125,1996
97,زمستان,خوزستان,26556,13507,13049
97,زمستان,زنجان,4364,2302,2062
97,زمستان,سمنان,2175,1136,1039
97,زمستان,سيستان وبلوچستان,22065,11252,10813
97,زمستان,فارس,17444,9001,8443
97,زمستان,قزوين,4347,2227,2120
97,زمستان,قم,5401,2770,2631
97,زمستان,كردستان,6299,3271,3028
97,زمستان,كرمان,12934,6616,6318
97,زمستان,كرمانشاه,7222,3763,3459
97,زمستان,كهگيلويه وبويراحمد,3255,1668,1587
97,زمستان,گلستان,8612,4432,4180
97,زمستان,گيلان,6383,3308,3075
97,زمستان,لرستان,7373,3924,3449
97,زمستان,مازندران,9472,4845,4627
97,زمستان,مركزي,4272,2191,2081
97,زمستان,هرمزگان,9052,4620,4432
97,زمستان,همدان,6588,3401,3187
97,زمستان,يزد,5178,2665,2513
