94,بهار,آذربايجان شرقي,17622,9187,8435
94,بهار,آذربايجان غربي,17510,9052,8458
94,بهار,اردبيل,6459,3362,3097
94,بهار,اصفهان,20847,10739,10108
94,بهار,البرز,9968,5127,4841
94,بهار,ايلام,2598,1324,1274
94,بهار,بوشهر,4851,2520,2331
94,بهار,تهران,48915,25147,23768
94,بهار,چهارمحال وبختياري,5414,2822,2592
94,بهار,خراسان جنوبي,4657,2312,2345
94,بهار,خراسان رضوي,38337,19629,18708
94,بهار,خراسان شمالي,4851,2451,2400
94,بهار,خوزستان,26237,13365,12872
94,بهار,زنجان,5339,2770,2569
94,بهار,سمنان,2596,1320,1276
94,بهار,سيستان وبلوچستان,23654,12147,11507
94,بهار,فارس,20595,10510,10085
94,بهار,قزوين,5780,3018,2762
94,بهار,قم,6337,3229,3108
94,بهار,كردستان,8292,4313,3979
94,بهار,كرمان,15417,7866,7551
94,بهار,كرمانشاه,8669,4582,4087
94,بهار,كهگيلويه وبويراحمد,3669,1926,1743
94,بهار,گلستان,9695,4988,4707
94,بهار,گيلان,7555,3868,3687
94,بهار,لرستان,9792,5098,4694
94,بهار,مازندران,10701,5493,5208
94,بهار,مركزي,5613,2836,2777
94,بهار,هرمزگان,8990,4684,4306
94,بهار,همدان,8762,4501,4261
94,بهار,يزد,6321,3214,3107
94,تابستان,آذربايجان شرقي,19944,10322,9622
94,تابستان,آذربايجان غربي,19570,9969,9601
94,تابستان,اردبيل,7545,3902,3643
94,تابستان,اصفهان,23125,11937,11188
94,تابستان,البرز,11373,5834,5539
94,تابستان,ايلام,3058,1527,1531
94,تابستان,بوشهر,5952,3087,2865
94,تابستان,تهران,55814,28721,27093
94,تابستان,چهارمحال وبختياري,6002,3123,2879
94,تابستان,خراسان جنوبي,5144,2655,2489
94,تابستان,خراسان رضوي,41172,21117,20055
94,تابستان,خراسان شمالي,5136,2666,2470
94,تابستان,خوزستان,30536,15671,14865
94,تابستان,زنجان,5688,2893,2795
94,تابستان,سمنان,2840,1445,1395
94,تابستان,سيستان وبلوچستان,26337,13525,12812
94,تابستان,فارس,23788,12303,11485
94,تابستان,قزوين,6282,3220,3062
94,تابستان,قم,7024,3593,3431
94,تابستان,كردستان,8723,4439,4284
94,تابستان,كرمان,17372,8781,8591
94,تابستان,كرمانشاه,9636,5004,4632
94,تابستان,كهگيلويه وبويراحمد,4584,2395,2189
94,تابستان,گلستان,12666,6442,6224
94,تابستان,گيلان,8649,4390,4259
94,تابستان,لرستان,10455,5480,4975
94,تابستان,مازندران,13049,6722,6327
94,تابستان,مركزي,6339,3251,3088
94,تابستان,هرمزگان,11202,5781,5421
94,تابستان,همدان,9554,4960,4594
94,تابستان,يزد,6922,3572,3350
94,پاییز,آذربايجان شرقي,17184,8849,8335
94,پاییز,آذربايجان غربي,17364,8924,8440
94,پاییز,اردبيل,5992,3133,2859
94,پاییز,اصفهان,20658,10683,9975
94,پاییز,البرز,10198,5220,4978
94,پاییز,ايلام,2735,1379,1356
94,پاییز,بوشهر,5723,2895,2828
94,پاییز,تهران,50558,26021,24537
94,پاییز,چهارمحال وبختياري,5185,2663,2522
94,پاییز,خراسان جنوبي,4485,2305,2180
94,پاییز,خراسان رضوي,37702,19161,18541
94,پاییز,خراسان شمالي,4761,2437,2324
94,پاییز,خوزستان,29390,15076,14314
94,پاییز,زنجان,5116,2618,2498
94,پاییز,سمنان,2581,1291,1290
94,پاییز,سيستان وبلوچستان,25891,13266,12625
94,پاییز,فارس,22693,11679,11014
94,پاییز,قزوين,5772,2952,2820
94,پاییز,قم,6770,3465,3305
94,پاییز,كردستان,7246,3771,3475
94,پاییز,كرمان,16173,8257,7916
94,پاییز,كرمانشاه,8638,4549,4089
94,پاییز,كهگيلويه وبويراحمد,3950,2025,1925
94,پاییز,گلستان,10698,5443,5255
94,پاییز,گيلان,7844,3984,3860
94,پاییز,لرستان,9182,4795,4387
94,پاییز,مازندران,11600,6017,5583
94,پاییز,مركزي,5674,2903,2771
94,پاییز,هرمزگان,11125,5576,5549
94,پاییز,همدان,8512,4358,4154
94,پاییز,يزد,6430,3200,3230
94,زمستان,آذربايجان شرقي,17598,9121,8477
94,زمستان,آذربايجان غربي,17385,8871,8514
94,زمستان,اردبيل,6358,3288,3070
94,زمستان,اصفهان,20553,10592,9961
94,زمستان,البرز,9975,5083,4892
94,زمستان,ايلام,2622,1316,1306
94,زمستان,بوشهر,5422,2792,2630
94,زمستان,تهران,49519,25167,24352
94,زمستان,چهارمحال وبختياري,5246,2698,2548
94,زمستان,خراسان جنوبي,4559,2324,2235
94,زمستان,خراسان رضوي,37616,19351,18265
94,زمستان,خراسان شمالي,5013,2631,2382
94,زمستان,خوزستان,28152,14502,13650
94,زمستان,زنجان,5224,2666,2558
94,زمستان,سمنان,2604,1375,1229
94,زمستان,سيستان وبلوچستان,25253,12973,12280
94,زمستان,فارس,21714,11125,10589
94,زمستان,قزوين,5495,2790,2705
94,زمستان,قم,6518,3295,3223
94,زمستان,كردستان,7435,3888,3547
94,زمستان,كرمان,15165,7638,7527
94,زمستان,كرمانشاه,8938,4677,4261
94,زمستان,كهگيلويه وبويراحمد,4101,2090,2011
94,زمستان,گلستان,10553,5369,5184
94,زمستان,گيلان,7297,3735,3562
94,زمستان,لرستان,9152,4786,4366
94,زمستان,مازندران,11111,5710,5401
94,زمستان,مركزي,5510,2857,2653
94,زمستان,هرمزگان,10258,5282,4976
94,زمستان,همدان,8409,4319,4090
94,زمستان,يزد,6068,3101,2967
